,Unnamed: 0.1,Unnamed: 0,review,rating,sentiment_by_rating
3903,3903,3903,parah perintah,1,0
3904,3904,3904,susah ganti email nomor telepon kecewa pakai aplikasi,1,0
3905,3905,3905,error bagus apps wkwkwkw,1,0
3906,3906,3906,rizki ridho rhoma irama resti cantik dewi cantik rani cantik putri cantik puput cantik,5,1
3907,3907,3907,lihat jadwal krl kai akses sesuai nyata,2,0
3908,3908,3908,minggu bayar tiket tahap kosongh baik ganggu,1,0
3909,3909,3909,alhamdulillah pakai aplikasi jalan lancar terima kasih kai,5,1
3910,3910,3910,kereta lokal kecoa dinding,2,0
3911,3911,3911,aplikasi sampah sial kesel masuk susah maaf email kali tetep masuk nguji sabar,1,0
3912,3912,3912,susah banget batal kadang suka error,1,0
3913,3913,3913,terrarik aplikasi,1,0
3914,3914,3914,bagus app,5,1
3915,3915,3915,terima kasih moga tiket banyak aplikasi,5,1
3916,3916,3916,beli tiket muncul tiket beli,1,0
3917,3917,3917,kai tingkat bagus iya syukur pakai uninstall fungsi fitur fitur mudah terima kasih kembang aplikasi edit lihat jadwal kereta st karet iya,5,1
3918,3918,3918,bantu mesan tiket,5,1
3919,3919,3919,sandi lupa reset sandi kode otp kirim kirim email aktif tulis,2,0
3920,3920,3920,batal tiket susah gesit tangan jni orang mah rugi jadi,1,0
3921,3921,3921,aplikasi gagal produk tingkat dasar tetep sesal unduh,1,0
3922,3922,3922,tibak bayar,1,0
3923,3923,3923,susah bayar gilir besok pesan tiket pagi hbis,1,0
3924,3924,3924,aplikasi repot sampah repot diupdate suruh masuk ulang masuk anjj beli susah hutang aplikasi beli tiket,1,0
3925,3925,3925,sih app pesan tiket gawat sulit offline dpri online,1,0
3926,3926,3926,mantap berkialitas,5,1
3927,3927,3927,hasil anggota akses kai,5,1
3928,3928,3928,saldo masuk aplikasi kai pay jadi jam jam,1,0
3929,3929,3929,turut coba aplikasi qr invalid pesan tiket kena bayar pakai kai pay sulit kacauu banget,1,0
3930,3930,3930,nyaman dana masuk pakai e wallet susah ayoo aplikasi guna lhoo gin,1,0
3931,3931,3931,efek ponsel ponsel jaman keluar unduh sedang aplikasi kemarin hapus memory penuh jarang pulang kereta cocok unduh sedang perangkat ponsel unduh aplikasi sedang,1,0
3932,3932,3932,hai bodoh masak ganti ponsel nurutin bodoh,1,0
3933,3933,3933,tindak kembali saldo hilang,1,0
3934,3934,3934,bodoh kerja aplikasi gin anak magang masuk masuk uang online beli tiket kai benerin aplikasi sistem bayar online aneh,1,0
3935,3935,3935,lumayan kerja kmt pakai ganti stasiun bayar ganti uang kembali uang mantap,4,1
3936,3936,3936,kembali daftar member susah masuk email exit aplikasi enak simpel,1,0
3937,3937,3937,baik kocak aplikasi,1,0
3938,3938,3938,pulang kampung minggu buka aplikasi akun ter catat masuk lupa sandi tekan lupa sandi muncul notif proses lupa sadndi gagal masuk aplikasi,1,0
3939,3939,3939,aplikasi bodoh nungguin otp masuk antre bansos,1,0
3940,3940,3940,sih aplikasi suruh tingkat gilir tingkat notifikasi email ponsel already exist,1,0
3941,3941,3941,lambat game lambat cepat,1,0
3942,3942,3942,banyak aplikasi saldo kaipay hilang kembali saldo,1,0
3943,3943,3943,aplikasi lambat iya maaf,1,0
3944,3944,3944,beli pulsa,5,1
3945,3945,3945,maksa error,1,0
3946,3946,3946,aplikasi jebak rincian kereta feeder cantum aplikasi tumpang lambat kereta feeder kereta cepat jakarta bandung baik,1,0
3947,3947,3947,aplikasi error menggangu error pesan pesan tiket kereta scan pintu masuk stasiun,1,0
3948,3948,3948,error cocok bayar,1,0
3949,3949,3949,iya pesan tiket aplikasi pesan benar dev,1,0
3950,3950,3950,aplikasi guna bayar gagal,1,0
3951,3951,3951,aplikasi sebentar sebentar error sebentar sebentar aksis qr lihat tiket mesan,1,0
3952,3952,3952,member basuc ribet aplikasi baik mudah sulit sih,1,0
3953,3953,3953,bagus akurat,5,1
3954,3954,3954,aplikasi bodoh cancel pesan error rugi stasiun cancel jam berangkat ubah jadwal dasar usaha kerja sampah,1,0
3955,3955,3955,transaksi transaksi gagal saldo ganti error kelas instansi perintah kga kuat pusat,1,0
3956,3956,3956,lambat lambat lambat,1,0
3957,3957,3957,error pesan,2,0
3958,3958,3958,aplikasi kai akses kena ganggu lihat barcode kereta pes parah sedang pilih duduk lapor diprint manual tiket kereta aplikasi kereta ribet,2,0
3959,3959,3959,daftar akun iya heran,1,0
3960,3960,3960,pusat mohon baik,1,0
3961,3961,3961,aplikasi pesan data gilir data masuk kode otp,1,0
3962,3962,3962,ngslin aplikasi optimal loaading lma kadang gagal orang orang pakai kai acces pesan tiket sulit,1,0
3963,3963,3963,beli tiket mudah fitur dukung,5,1
3964,3964,3964,rekomendasi app pesan tiket kakak bandara susah akun dasar cocok coba registrasi akun dasar susah coba hasil email nomor telepon registrasi registrasi coba akun hasil bantu mudah susah pesan app mudah gampang,1,0
3965,3965,3965,fitur beli tiket lrt admin,4,1
3966,3966,3966,aplikasi sebal,2,0
3967,3967,3967,parah semenjak tingkat masuk,1,0
3968,3968,3968,proses batal tiket,1,0
3969,3969,3969,guna app hati transaksi bayar kerja alam transaksi debet rekening ovo hasil kode boking status gagal bayar urus kembali uang customer service stasiun balap janji jam dana kirim nyata bodoh lari uang,1,0
3970,3970,3970,jelek bayar gagal,1,0
3971,3971,3971,akses kai akses,2,0
3972,3972,3972,aplikasi ter lambat masuk,1,0
3973,3973,3973,aplikasi mutu cari tiket rute kirain rute daerah lihat daerah benerin aplikasi,1,0
3974,3974,3974,aplikasi sampah perlu troubleshoot banget lambat verifikasi masuk payah optimal banget khawatir aplikasi emang alih beli tiket optimal online banyak korupsi si bayar programming optimalisasi buset,1,0
3975,3975,3975,qris bolak bayar qr,1,0
3976,3976,3976,boarding pass muncul bayar selesai terima,2,0
3977,3977,3977,beli tiket lokal lihat tiket beli iya error cocok tanggal berangkat scan barcode buka tiket beli,2,0
3978,3978,3978,isi saldo masuk kecewa kecewa,1,0
3979,3979,3979,batalin tiket kembali uang balik,1,0
3980,3980,3980,aplikasi error error loading,1,0
3981,3981,3981,batalin tiket susah banget kembali dana e wallet sedia nonton ytb gampang banget rekening rek input gagal tulis wajib isi aplikasi dh gagal hhfftt,1,0
3982,3982,3982,pesan tiket iya pilih kursi coba ulang alas gad signal mohon bantu iya kai mohon baik terima kasih,1,0
3983,3983,3983,tingkat layan batal tiket uang sangkut kai pesan tiket lokal jember kalistail tanggal september kondisi batal tiket  customer servis nunggu jam kerja tunggu tanggal september uang layan,1,0
3984,3984,3984,si bayar darah,1,0
3985,3985,3985,moga jalan lancar aplikasi,5,1
3986,3986,3986,bayar gopay status selesai tiket pesan selesai coba hubung service senter,1,0
3987,3987,3987,sih payah banget tingkat ribet banget suruh masuk kode otp tulis kode otp sesuai kode masuk kode kirim si,1,0
3988,3988,3988,aplikasi anjing mesen tiket error,1,0
3989,3989,3989,mudah sederhana beli tiket kereta tuju aplikasi mudah nyaman tambah fitur telepon kontak pusat pulsa mantap kai akses,5,1
3990,3990,3990,guna aplikasi semenjak bayar krl cocok masuk pin guna ganti pin transaksi cocok tekan lupa pin notif email ganti pin buka aneh iya aplikasi kaiaccess otomatis uninstall,1,0
3991,3991,3991,kembang,5,1
3992,3992,3992,lancar mudah,5,1
3993,3993,3993,pesan tiket loading suka error beli tiket kereta habis baik,1,0
3994,3994,3994,diupdate error parah masuk akun gagal data kocak beli tiket muncul tiket habis tolong niat sih aplikasi fitur tambah butuh inti aplikasi minimal mikir tolong kai ascess bayar tiket siall siall,1,0
3995,3995,3995,aplikasi anjing,1,0
3996,3996,3996,sanngat lambat nomer gmail sinkron,1,0
3997,3997,3997,pesan teqmpat duduk eh bayar batal pesan tetep bayar bayar,1,0
3998,3998,3998,bantu mesan repot stasiun,5,1
3999,3999,3999,tingkat harus tambah mudah susah ngeakses balikin versi saham ambruk usaha kerja stasiun dadak tutup cari bayar pakai jalur hilang lanjur hilang tiket anjing,1,0
4000,4000,4000,amplikasi guna,5,1
4001,4001,4001,bayar tunda kadang masalah,2,0
4002,4002,4002,krl commuter stasiun jogja layan buruk jaga tiket umur tarik biaya paksa kartu,1,0
4003,4003,4003,usaha kai ribet beli tiket offline pelayana buruk males kereta kereta ribet aplikasi bodoh error,1,0
4004,4004,4004,aplikasi tampil qr code belanja toko retail alf mrt,5,1
4005,4005,4005,batal tiket minggu uang kembali kecewa si,1,0
4006,4006,4006,koneksi stabil pilih metode bayar aplikasi,1,0
4007,4007,4007,aplikasi tidak nisa pakai tingkat member tidak,1,0
4008,4008,4008,loading pesan tiket kali gagal pilih kursi cocok bayar lambat gagal cocok pesan ulang kursi pilih pilih aplikasi,1,0
4009,4009,4009,mudah layan tranportasi degan iring maju teknologi aplikasi maksimal,1,0
4010,4010,4010,coba baik bayar qris kenal pakai ovo ganggu digitalisasi layan,1,0
4011,4011,4011,taruh jam berangkat kereta komuterline biar jam kereta dantang gin lambat banget nunggu banget sesuai banget jam,1,0
4012,4012,4012,saldo saldo tambah iya mohon baik aplikasi,1,0
4013,4013,4013,aplikasi payah banget tingkat bilang email nomer telepon exist cobain hapus akun daftar email,1,0
4014,4014,4014,beli karcis salah jam pikir kerja keras kembali hah uang jual orang uang benar aplikasi indonesia malu malu uang dibalikin baik aplikasi malu malu negara niat kereta karcis kereta jujur,5,1
4015,4015,4015,aplikasi masak beli error normal tiket tinggal kursi kasihan orang tua gin ubah beli stasiun kecewa banget,1,0
4016,4016,4016,kureeng,1,0
4017,4017,4017,jelek error,1,0
4018,4018,4018,pesan kereta lokal pilih bayar qris unduh qris hah minggu pesan unduh qris alhasil minggu tiket baik terima kasih,1,0
4019,4019,4019,pesan tiket kereta lokal jaring optimal coba jadwal berangkat barusan aneh,1,0
4020,4020,4020,sebal aplikasi error pesan tiket malam pagi alas coba alas pusat sibuk coba tulis jadwal temu ujug nanti habis tiket diperbaikii,1,0
4021,4021,4021,sih aplikasi diupgrade ubah maju signifikan lambat sumpah aplikasi kai bantu,1,0
4022,4022,4022,aplikasi jelek banyak error,1,0
4023,4023,4023,payah payah payah masuk sulit,1,0
4024,4024,4024,beli pulsa kai akses saldo potong pulsa masuk telepon call center pulsa kurang kecewa,1,0
4025,4025,4025,cepat aman,5,1
4026,4026,4026,kesini tambah buruk sih oke agustus coba pesan tiket gagal pdhl usaha super kilat nge tekan khawatir salah input banyak ketik angka masuk ktp ponsel pilih harga pilih gerbong kursi singkat cerita pesan wlu ulang bas jaran gagal transaksi parah input data tolak pdhl sesuai prosedur boro pesan pilih kursi,1,0
4027,4027,4027,aplikasi habis anggar negara error customer service balas,1,0
4028,4028,4028,beli pulsa gagal pulsa hangus tangguang exis,1,0
4029,4029,4029,masuk akses akses,2,0
4030,4030,4030,aplikasi error beli tiket lokal perang libur masuk aplikasi gilir beli tiket pusat error maaf maaf,1,0
4031,4031,4031,loading kadang suka henti tingkat iya sistem,1,0
4032,4032,4032,kembali metode bayar qris beli tiket kakak lokal,1,0
4033,4033,4033,aplikasi busuk beli tiket bayar pakai qris kode muncul muncul lambat pakai wifi pakai data usaha kerja ampas,1,0
4034,4034,4034,bagus tingkat app berat,1,0
4035,4035,4035,kali aplikasi error choice aplikasi sedang error pesan tiket pesan tiket kereta lokal langsung kali uninstall install iya tetep kembang disappointed harap depan baik,2,0
4036,4036,4036,aplikasi beli tiket lrt iya,2,0
4037,4037,4037,benci banget bukti si susah daftar pakai kartu ajar,1,0
4038,4038,4038,sulit bayar tambah bayar debit,1,0
4039,4039,4039,gagal akses akun daftar kali gagal turun tingkat balikin,1,0
4040,4040,4040,aplikasi susah guna pesan tingkat member cocok tingkat,1,0
4041,4041,4041,woy gagal bayar pakai bayar online benerin cuk,1,0
4042,4042,4042,fitur asuransi kembali uang implementasi msih potong fitur suruh bayar tidak fungsi,1,0
4043,4043,4043,bayar susah tinggal bayar muter muter wifi bagus jaring ganti data apl baik kai beli tiket kreta susah lambat,4,1
4044,4044,4044,mudah tuk pesan tiket kereta antre mantap poko iya,5,1
4045,4045,4045,beli tiket tuju beda aplikasi muncul tiket tiket tuju aplikasi kai,1,0
4046,4046,4046,susah rakyat aplikasi error gin baik,1,0
4047,4047,4047,masuk trss,1,0
4048,4048,4048,kai anjing bayar asuransi batal jalan cocok tetep kena potong,1,0
4049,4049,4049,aplikasi masuk beli tiket,1,0
4050,4050,4050,mohon teliti syaa pesan tiket jayakarta tanggal september kursi pre kursi kursi kursi ribet nyaman duduk kursi orang istri hamil duduk nyaman pindah pindah pilih kursi kosong sedih beli tiket duduk,1,0
4051,4051,4051,pesan tiket,1,0
4052,4052,4052,install ulang akun masuk email password reset password kali notif gagal solusi masuk,1,0
4053,4053,4053,pesan ribet pakai member daftar member muncul many,1,0
4054,4054,4054,cetak ulang boarding pass traveloka,2,0
4055,4055,4055,kesel pesan tiket ubah kursi biar bareng keluarga gerbong ubah langsung komplain potong ganti kursi,1,0
4056,4056,4056,kai pay pagi sore masuk saldo iya,2,0
4057,4057,4057,jadwal kereta sesuai cerita,1,0
4058,4058,4058,admin aplikasi tingkat susah pesan tiket kadang gagal tengah proses pesan tiket proses pilih kereta bayar mohon baik,1,0
4059,4059,4059,masuk lambat,1,0
4060,4060,4060,beli tiket lrt,4,1
4061,4061,4061,aplikasi bayar susah,1,0
4062,4062,4062,buruk masuk ulang tekan masuk ubah tetep halaman masuk habis pikir aplikasi gin lancar,5,1
4063,4063,4063,app guna bayar pakai atm pakai bayar online brimo kursi booking booking,1,0
4064,4064,4064,beli tiket kereta lokal error susah tiket beli h rebut ehh ganggu kadang jadwal muncul kadang kursi tinggal bayar parah halaman bayar qris baik,1,0
4065,4065,4065,aplikasi gin aman ajh saldo masuk masuk baik sial,1,0
4066,4066,4066,aplikasi jalan pesan,1,0
4067,4067,4067,proses kembali uang,2,0
4068,4068,4068,mantap pergi mudah susah beli tiket kakak jadwal berangkat kakak,5,1
4069,4069,4069,parah isi saldo kai mobile banking bank admin tampil transparan lambat,1,0
4070,4070,4070,aplikasi perintah jelek optimal tiket lengkap ganti jadwal berangkat ganti jadwal nama kerja aplikasi jalan sadar sana indonesia emas tahun gin,1,0
4071,4071,4071,mes daftar akun bayar,1,0
4072,4072,4072,batalin tiket reschedule fungsi menu,1,0
4073,4073,4073,skh beli tiket tulis sedia pilih kursi langsung muncul kedaluwarsa kedaluwarsa pdhl barusan pesan ulang kebel tiket kira benar,1,0
4074,4074,4074,gampang trouble,2,0
4075,4075,4075,tolonng kembang aplikasi aplikasi suruh tingkatin pemrosesan data data alah tinggal kereta l l,1,0
4076,4076,4076,ribet kembali uang ganti jadwal sesat aplikasi tailah,1,0
4077,4077,4077,parah aplikasi iya ganti ubah jadwal batalin gilir batalin uang,1,0
4078,4078,4078,aplikasi error proses saldo,1,0
4079,4079,4079,bayar gagal kacau coba kali tetep,1,0
4080,4080,4080,aplikasi bayar tiket error habis tiket didownload teman,1,0
4081,4081,4081,admin aplikasi mohon baik aplikasi masak mesan tiket jadwal sedia bilang maaf tindak lanjut baik aplikasi,1,0
4082,4082,4082,aplikasi erroe,1,0
4083,4083,4083,masuk email kenal nomor ponsel,2,0
4084,4084,4084,masuk ponsel cantum tekan lanjut ketik pasword gilir daftar ponsel android seri alat ponsel beli kemarin harga juta sekian terimah kasih,1,0
4085,4085,4085,isi pulsa gagal saldo gabalik saldo suka potong,1,0
4086,4086,4086,aplikasi sampah susah masuk masuk ktp ponsel valid daftar aplikasi pulang sakit arus daftar hari pulang besok daftar,1,0
4087,4087,4087,sulit kendala alas jaring jaring kencang buruk bagus jelek gin payah payah,1,0
4088,4088,4088,bagus batu,5,1
4089,4089,4089,jadwal valid,1,0
4090,4090,4090,orang kasih rating buruk kudet iya pakai enak kendala user interface ux bayar normal orang beli loket stasiun pakai ribet rating jelek aplikasi pakai alias kudet aneh,5,1
4091,4091,4091,ati transaksi pakai wallet kaipay kaspro pesan tiket kereta beli pulsa status hasil tiket gagal pulsa masuk saldo potong keri,1,0
4092,4092,4092,aplikasi masuk suruh masuk posisi nyaman posisi nyaman tulis salah aplikasi susah,1,0
4093,4093,4093,susah masuk kirim otp menit email baca menit,1,0
4094,4094,4094,dasboard ramah,5,1
4095,4095,4095,baik kirim tiket kirim tiket daftar tumpang mesan loading sinyal harap tingkat aplikasi,1,0
4096,4096,4096,pekerjaa profesi apoteker iya kali dokter awat bidan,4,1
4097,4097,4097,aplikasi kai akses optimal lancar loading sistem ribet proses pesan tiket batas beli tekan menu rumah buka aplikasi kai akses hilang pesan tiket tiket habis orang pergi kereta saran tingkat aplikasi kai akses loading jalan lancar cepat tranksaksi mesan tiket,1,0
4098,4098,4098,baik jam kereta kereta atur jam sekian cocok lihat stasiun kereta berangkat,1,0
4099,4099,4099,iya isi data verifikasi masuk otp isi sesuai sms,1,0
4100,4100,4100,hai kakak aplikasi akses langgan manfaat dapat hah pajang formalitas contoh fitur kaipay metode isi saldo lengkap bank bank tuju bank cimb niaga cimb niaga kaipay qris come,2,0
4101,4101,4101,aplikasi guna ubah jadwal susah loading teruss,1,0
4102,4102,4102,bintang beli tiket kereta bandara nominal ribu bayar transaksi masalah alhasil tiket gagal beli uang ambil kembali kai aces transaksi gagal harus saldo kembali,1,0
4103,4103,4103,aplikasi nya premature tingkat premium biar fitur beda nya nya tingkat premium saldo kai pay ribu tingkat pemberitahuan potong saldo tingkat saldo nya hilang ribu hangus komplain,1,0
4104,4104,4104,ambil dana akses ganti sandi susah,1,0
4105,4105,4105,error aplikasi hai,1,0
4106,4106,4106,gatel ora guna,1,0
4107,4107,4107,kai sedia fitur customer service mudah kembali uang tiket aplikasi usaha kerja kembali uang tiket susah mudah aplikasi belah,1,0
4108,4108,4108,saldo nol dak hub customer service bukti transaksi kirim dak aplikasi dak,1,0
4109,4109,4109,bagus sistem sulit,1,0
4110,4110,4110,oke mantap mudah sederhana sederhana,5,1
4111,4111,4111,aplikasi tambah fitur ubah alamat email,5,1
4112,4112,4112,erorr instal uninstal tetep masuk,1,0
4113,4113,4113,saldo masuk,4,1
4114,4114,4114,nik ubah ubah cocok ubah tulis idnum already exist,1,0
4115,4115,4115,beli tiket lrt pilih,1,0
4116,4116,4116,jelek aplikasi isi saldo masuk saldo aplikasi kai akses e banking sukses kirim baik sistem orang rugi,1,0
4117,4117,4117,kecewa masuk akun akun nomor ktp nomor ponsel daftar,1,0
4118,4118,4118,boro pesan tiketliat jadwal,1,0
4119,4119,4119,booking trouble sesi bayar salah tulis email kai masuk atur ponsel aplikasi akses kai hapus sisa voila normal lancar bayar tiket moga bantu,5,1
4120,4120,4120,kak tingkat member dasar iya tulis hasil lihat profil tampil daftar daftar ulang tetep aje paksa beli tiket website kai iya sehat sehat aplikasi moga baik,1,0
4121,4121,4121,saran kembali versi error aplikasi sulit bayar guna qris bingung akses kode qris close,1,0
4122,4122,4122,aktivasi kaipay cocok masuk suruh aktivasi aplikasi error aktivasi,1,0
4123,4123,4123,aplikasi parah saldo aktivasi kaipay aktivasi saldo saldo kecewa uang,1,0
4124,4124,4124,fituur bank nyaa leleet yaang niaat bikiin aplikasi tuuh tahun tauun bugnyaa benerrin,1,0
4125,4125,4125,seluru aplikasi pakai iya coba diskusi maksimalin luncur,2,0
4126,4126,4126,ribet daftar daftar ulang,1,0
4127,4127,4127,pakai qr kai pay cantum bayar hasil tiket bayar,1,0
4128,4128,4128,bagus trip,5,1
4129,4129,4129,naek kereta solo langsung wates tidak ganti kreta enak zaman prameks solo turun wates ganti kereta paksa motor,1,0
4130,4130,4130,aplikasi pakai,1,0
4131,4131,4131,kai acces turun ganti nomer hangus nomer ambil sisa saldo kai pay hufftt sulit,1,0
4132,4132,4132,member dasar masuk daftar daftar pesan tiket aplikasi bodoh,1,0
4133,4133,4133,bagaimama pesan pesan kadaluarsa,2,0
4134,4134,4134,nyoba kecewa pilih tekan iya administrasi pilih kereta tekan suka ngefrezz banget,1,0
4135,4135,4135,bayar qris ktp isi nik tidak simpan,1,0
4136,4136,4136,akun masuk nyoba masuk masuk akun lupa sandi nyoba cocok nyoba suruh nunggu jam kocak aplikasi,1,0
4137,4137,4137,susah kembali uang kendala,2,0
4138,4138,4138,ngeluh sih asa pakai aplikasi kendala enak pakai aplikasi antre stasiun,5,1
4139,4139,4139, riwayat transaksi,1,0
4140,4140,4140,pesan tiket terang jadwal temu cocok pakai aplikasi jadwal hapus aplikasi nambahin beban negara,1,0
4141,4141,4141,ribet scan tiket bantu tugas kacau apkny anak ti benerin npa aplikasi keluh kesahny bnnggty,1,0
4142,4142,4142,iya orang mesen kereta ekonomi aplikasi aplikasi susah daftarin dasar mesen susah,1,0
4143,4143,4143,bintang iya install susah maaf coba akses aplikasi beli manual suka habis jelas,5,1
4144,4144,4144,jadwal dorong notifikasi feeder stasiun bandung padalarang harus guna bijak lambat menimalisir rugi guna terima kasih proyek manajemen buruk,1,0
4145,4145,4145,aplikasi si bodoh stasiun rawa setia masuk tidak lok,1,0
4146,4146,4146,aplikasi lambat error ganti sandi kai pay sulit website akses ganti pokok gampang error,1,0
4147,4147,4147,daftar akun solusi,1,0
4148,4148,4148,kesini aplikasi trouble banyak ngecek jadwal kereta kena jelek tiket susah jaring pribadi bagus aplikasi salah mohon maaf alami ganggu proses sila coba pasti koneksi internet stabil bayar jam berangkat error,1,0
4149,4149,4149,daftar member dasar masuk nomer otp dilnjut,1,0
4150,4150,4150,rusak masuk pin kaipay notif data found,1,0
4151,4151,4151,layan tugas kakak ekonomi kecewa kursi pakai orang bantu tugas kakak kahuriapan,1,0
4152,4152,4152,suka versi lambat ganggu seringkali error,1,0
4153,4153,4153,aowkwowk pusat coy error lambat data sinkron cocok ngecek habis paksa pilih rekomendasi eh beli seat aplikasi,1,0
4154,4154,4154,aplikasi gblok beli pusat pada biat perang tike bodoh,1,0
4155,4155,4155,maaf iya bodoamat pokok ratting pantas minus tinggal nunggu jam cocok jam segitu masuk kai pesan tiket masuk daftar tumpang dinext coba eh pesan pesan palalu yang pesan anjing pdahal wifi lancar coba pakai data lancar tetep gila,1,0
4156,4156,4156,error heran,1,0
4157,4157,4157,benerin aplikasi beli nge error gilir cocok selesai tiket gjls,1,0
4158,4158,4158,aplikasi pada bangett ceilahh rela nungguin tidur jam malam beli tiket pusat turun timeout tiket habis kasihan nunggu kalah sinyal bagus coba gara ponsel android kalah ip yahh unlike bangett masyarakat pindah transportasi gin geramm bangett,1,0
4159,4159,4159,bain begadang cih,1,0
4160,4160,4160,pusat gampang turun sampah,1,0
4161,4161,4161,pusat turun baik pusat,2,0
4162,4162,4162,aplikasi lambat apa tambah gerbong kakak lokal,1,0
4163,4163,4163,sistem pesan tiket weekend error,1,0
4164,4164,4164,aplikasi aplikasi rusak data lengkap tiket selesai suu begadang cok ujung bikin kecewa,1,0
4165,4165,4165,error mesan proses pilih kursi,2,0
4166,4166,4166,aplikasi rusak tunggu perang tiket malam pusat masuk sold,1,0
4167,4167,4167,pesan tiket lambat,1,0
4168,4168,4168,pelayana lambat qoala kembali uang pakai rekening beli pakai dana kerja rekening gtu e wallet error instansi gede,1,0
4169,4169,4169,jelek masuk masuk lupa sandi suruh masuk angka sms dimasukin ulang puluh notvalid aplikasi mara emosi,1,0
4170,4170,4170,kemarin kemarin enak error kecewa,1,0
4171,4171,4171,aplikasi parah lambat astaga baik bagus pesan tiket online gin,1,0
4172,4172,4172,aplikasi sih acces sulit,1,0
4173,4173,4173,masuk akun posisi luar negeri pengaruh masuk akun aplikasi transportasi indonesia gin malu negara tetangga,1,0
4174,4174,4174,masuk udaj kena admin ribu itu masuk menit jelek,1,0
4175,4175,4175,aplikasi ganti pin website error buru buru,1,0
4176,4176,4176,beli tiket susah banget bayar bisa tuhan,1,0
4177,4177,4177,negeri posisi jepang buka aplikasi pulang reservasi come,1,0
4178,4178,4178,usul usaha kai kursi gerbong sri hadap gerbong kursi maju orang kreta bareng keluarga kursi hadap otomatis nyaman,5,1
4179,4179,4179,parah bayar dana,1,0
4180,4180,4180,si masuk akun,1,0
4181,4181,4181,guna aplikasi kai akses daerah sumut tolong kasih pintu soalny tinggal turun minimal disebutkn pintu gerbong iya soalny kadang turun kadang orang tuju aplgi aplikasi tracking nya suka error terima kasih iya kakak abang,5,1
4182,4182,4182,si masuk iya tuhan,1,0
4183,4183,4183,dar saran bayar hah ovo shopee pay tambah metode dana,4,1
4184,4184,4184,aplikasi masuk masuk,1,0
4185,4185,4185,cocok bayar error hubung akun bayar ulang ulang tetep error,2,0
4186,4186,4186,kereta wajib kerja aplikasi model gin kasihan orang tua kereta paham pakai aplikasi pusat turun ribet,1,0
4187,4187,4187,gin komplain tanggap baik bos layan publik tanggung rugi,1,0
4188,4188,4188,mesan tiket gilir batal ganti jadwal biaya potong gilir nunggu minggu atur kai juni klaim refound uang batal harus proses aju aplikasi error,2,0
4189,4189,4189,guna aplikasi kecewa potong muncul lambat menit nongol kecewa dihandalin,1,0
4190,4190,4190,kembali dana minggu proses minggu kembali dana parah,1,0
4191,4191,4191,aplikasi payah kode otp kasih menit ngirim habis untung sulit beli dasar kai sampah,1,0
4192,4192,4192,beli tiket pergi tunjuk kai akses error payah,1,0
4193,4193,4193,bilang daftar iya kerja e tiket aplikasi iya,1,0
4194,4194,4194,suruh baharu data cocok simpan notif nomor email exsist bolak beli kocagg,1,0
4195,4195,4195,diupdate aplikasi masuk telepon aktif ganti akun saldo,2,0
4196,4196,4196,unduh registrasi susah baik sedang kai,1,0
4197,4197,4197,ribet si,1,0
4198,4198,4198,aplikasi sihh masuk sedang cocok masuk nomor sandi gagal ganti sandi gagal erorr cocok,1,0
4199,4199,4199,aplikasi mudah ribet iyah,1,0
4200,4200,4200,aman kereta,5,1
4201,4201,4201,parah otp mampet masuk,1,0
4202,4202,4202,buka buka coba,1,0
4203,4203,4203,kai bodoh kai sistem ribet gin enak kai untung beli tiket kembaliin uang ganti nama sayang gin beli layan dibiarin gin kesan bdmt customer customer service guna harap tingkat biar mudah,1,0
4204,4204,4204,bawah jam tidak pesan tiket apps oke bawah menit pesan pergi tunjuk parah sih jatinegara loket tiket jarak deket pasar senen pasar senen menit berangkat larang beli alas naek turun tangga jarak bla bla bla tugas loket kasih wejang lebar layan tiket pergi tunjuk lgsng lari kereta selesai kejar kereta kecewa berat layan,1,0
4205,4205,4205,akun otp terima,1,0
4206,4206,4206,kendala guna aplikasi erorr stug mudah giblok,1,0
4207,4207,4207,suruh ngelengkapin data error bingung,1,0
4208,4208,4208,kai aplikasi ditingkatin iya masuk kode otp didpt bisa tulis otp valid akun coba capek si,1,0
4209,4209,4209,beli tiket sulit aplikasi error,1,0
4210,4210,4210,kembali dana kecewa kontol,1,0
4211,4211,4211,layan otp masuk,1,0
4212,4212,4212,parah beli tiket bayar aplikasi beli gagal tiket gagal kebel uang,1,0
4213,4213,4213,parah kembali uang gagal,1,0
4214,4214,4214,kelas kai aplikasi error,1,0
4215,4215,4215,banget error bayar mutasi rekening kurang aplikasi status bayar,1,0
4216,4216,4216,aplikasi tingkat blok,1,0
4217,4217,4217,parah,1,0
4218,4218,4218,si masuk gagal hadeuh,1,0
4219,4219,4219,install ulang hapus sisa ttep akses masuk telepon cocok masuk kode otp aplikasi ubah masuk stasiun pilih mohon cepat benar aplikasi nyaa,5,1
4220,4220,4220,isi kaspro tahun masuk lucu,1,0
4221,4221,4221,aplikasi gagal beli pulsa nila kembali uang lempar tanggung kaspro profesional,1,0
4222,4222,4222,beli online sulit gilir bayar gagal baik sistem sulit,1,0
4223,4223,4223,upgrad dasar,1,0
4224,4224,4224,jelek susah lihat krl akun jelek jelek,1,0
4225,4225,4225,susah tingkat dasar beli tiket,2,0
4226,4226,4226,aju batal tiket dana masuk masuk janji konfirmasi kembali profesional aplikasi error,1,0
